mach,CD Power-Off
13.99,0.099025398
14,0.099014177
14.01,0.099002971
14.02,0.098991789
14.03,0.098980622
14.04,0.098969479
14.05,0.098958352
14.06,0.098947239
14.07,0.098936141
14.08,0.098925073
14.09,0.098914002
14.1,0.098902966
14.11,0.098891942
14.12,0.09888093
14.13,0.098869939
14.14,0.098858971
14.15,0.098848012
14.16,0.098837073
14.17,0.098826143
14.18,0.098815242
14.19,0.098804351
14.2,0.098793472
14.21,0.098782618
14.22,0.098771774
14.23,0.098760959
14.24,0.098750153
14.25,0.098739358
14.26,0.098728587
14.27,0.098717828
14.28,0.098707081
14.29,0.098696359
14.3,0.098685661
14.31,0.098674965
14.32,0.098664288
14.33,0.098653636
14.34,0.098642993
14.35,0.098632372
14.36,0.098621756
14.37,0.098611156
14.38,0.098600588
14.39,0.098590022
14.4,0.098579467
14.41,0.098568947
14.42,0.098558438
14.43,0.098547934
14.44,0.098537454
14.45,0.098526982
14.46,0.098516546
14.47,0.098506111
14.48,0.098495683
14.49,0.09848528
14.5,0.0984749
14.51,0.098464522
14.52,0.098454168
14.53,0.098443822
14.54,0.098433503
14.55,0.098423186
14.56,0.098412905
14.57,0.098402614
14.58,0.098392352
14.59,0.098382103
14.6,0.098371877
14.61,0.098361654
14.62,0.098351454
14.63,0.098341267
14.64,0.098331096
14.65,0.09832094
14.66,0.098310798
14.67,0.098300661
14.68,0.098290557
14.69,0.098280466
14.7,0.098270381
14.71,0.098260314
14.72,0.098250254
14.73,0.098240222
14.74,0.098230204
14.75,0.0982202
14.76,0.098210199
14.77,0.098200228
14.78,0.098190256
14.79,0.098180308
14.8,0.098170377
14.81,0.098160456
14.82,0.098150558
14.83,0.09814066
14.84,0.098130788
14.85,0.098120918
14.86,0.098111073
14.87,0.098101243
14.88,0.098091435
14.89,0.098081617
14.9,0.098071826
14.91,0.098062058
14.92,0.098052302
14.93,0.098042541
14.94,0.098032815
14.95,0.098023104
14.96,0.098013389
14.97,0.098003702
14.98,0.09799402
14.99,0.097984366
15,0.097974709
15.01,0.097965079
15.02,0.09795546
15.03,0.097945847
15.04,0.097936255
15.05,0.097926682
15.06,0.097917119
15.07,0.097907562
15.08,0.097898017
15.09,0.097888499
15.1,0.09787898
15.11,0.097869496
15.12,0.097860006
15.13,0.097850536
15.14,0.097841079
15.15,0.09783164
15.16,0.097822205
15.17,0.097812792
15.18,0.09780339
15.19,0.097794
15.2,0.09778462
15.21,0.097775262
15.22,0.097765905
15.23,0.097756569
15.24,0.097747249
15.25,0.097737935
15.26,0.097728641
15.27,0.09771936
15.28,0.097710089
15.29,0.097700839
15.3,0.097691585
15.31,0.097682357
15.32,0.097673144
15.33,0.097663938
15.34,0.097654743
15.35,0.097645568
15.36,0.097636404
15.37,0.097627255
15.38,0.097618105
15.39,0.097608977
15.4,0.097599867
15.41,0.09759076
15.42,0.097581674
15.43,0.097572596
15.44,0.097563531
15.45,0.097554478
15.46,0.097545441
15.47,0.097536419
15.48,0.097527406
15.49,0.097518405
15.5,0.097509413
15.51,0.097500439
15.52,0.097491473
15.53,0.097482523
15.54,0.097473589
15.55,0.09746466
15.56,0.097455741
15.57,0.097446843
15.58,0.097437954
15.59,0.097429087
15.6,0.097420213
15.61,0.097411356
15.62,0.097402518
15.63,0.097393691
15.64,0.097384884
15.65,0.097376071
15.66,0.097367285
15.67,0.097358501
15.68,0.097349738
15.69,0.097340978
15.7,0.097332229
15.71,0.097323497
15.72,0.09731478
15.73,0.097306078
15.74,0.097297381
15.75,0.097288688
15.76,0.097280014
15.77,0.097271359
15.78,0.09726272
15.79,0.097254077
15.8,0.097245444
15.81,0.09723683
15.82,0.097228232
15.83,0.097219644
15.84,0.097211062
15.85,0.097202504
15.86,0.097193949
15.87,0.09718541
15.88,0.097176866
15.89,0.097168341
15.9,0.09715984
15.91,0.097151343
15.92,0.097142856
15.93,0.097134381
15.94,0.097125918
15.95,0.097117469
15.96,0.097109024
15.97,0.097100594
15.98,0.097092179
15.99,0.097083762
16,0.097075367
16.01,0.097066984
16.02,0.097058611
16.03,0.097050252
16.04,0.097041897
16.05,0.097033562
16.06,0.097025236
16.07,0.097016919
16.08,0.097008606
16.09,0.097000317
16.1,0.096992022
16.11,0.096983752
16.12,0.096975491
16.13,0.096967244
16.14,0.096959007
16.15,0.096950771
16.16,0.096942551
16.17,0.096934346
16.18,0.096926144
16.19,0.096917966
16.2,0.096909781
16.21,0.096901616
16.22,0.096893466
16.23,0.096885329
16.24,0.096877197
16.25,0.096869065
16.26,0.096860954
16.27,0.096852852
16.28,0.096844765
16.29,0.096836685
16.3,0.096828616
16.31,0.096820559
16.32,0.096812518
16.33,0.096804472
16.34,0.096796458
16.35,0.096788431
16.36,0.096780428
16.37,0.096772434
16.38,0.096764449
16.39,0.096756472
16.4,0.09674852
16.41,0.09674056
16.42,0.096732613
16.43,0.09672468
16.44,0.096716757
16.45,0.096708842
16.46,0.096700945
16.47,0.096693051
16.48,0.096685171
16.49,0.0966773
16.5,0.096669437
16.51,0.096661583
16.52,0.096653741
16.53,0.096645912
16.54,0.096638085
16.55,0.096630271
16.56,0.096622479
16.57,0.096614683
16.58,0.096606907
16.59,0.096599123
16.6,0.096591369
16.61,0.096583617
16.62,0.096575875
16.63,0.096568145
16.64,0.096560422
16.65,0.096552715
16.66,0.096545008
16.67,0.096537327
16.68,0.096529638
16.69,0.096521965
16.7,0.096514299
16.71,0.096506654
16.72,0.096499007
16.73,0.096491368
16.74,0.096483753
16.75,0.09647613
16.76,0.096468531
16.77,0.096460928
16.78,0.096453349
16.79,0.096445768
16.8,0.096438211
16.81,0.09643065
16.82,0.096423109
16.83,0.09641557
16.84,0.096408039
16.85,0.096400513
16.86,0.096393007
16.87,0.09638551
16.88,0.096378014
16.89,0.096370538
16.9,0.096363057
16.91,0.096355601
16.92,0.096348149
16.93,0.096340701
16.94,0.096333262
16.95,0.096325843
16.96,0.096318428
16.97,0.096311019
16.98,0.096303626
16.99,0.096296241
17,0.096288863
17.01,0.096281488
17.02,0.096274126
17.03,0.096266782
17.04,0.096259429
17.05,0.0962521
17.06,0.096244779
17.07,0.096237458
17.08,0.096230162
17.09,0.096222863
17.1,0.096215568
17.11,0.0962083
17.12,0.096201026
17.13,0.096193763
17.14,0.09618651
17.15,0.096179259
17.16,0.096172032
17.17,0.096164807
17.18,0.096157588
17.19,0.096150384
17.2,0.09614318
17.21,0.096136
17.22,0.096128811
17.23,0.09612164
17.24,0.096114475
17.25,0.096107324
17.26,0.096100174
17.27,0.096093032
17.28,0.096085907
17.29,0.096078794
17.3,0.096071684
17.31,0.09606457
17.32,0.09605749
17.33,0.096050395
17.34,0.096043312
17.35,0.096036253
17.36,0.096029195
17.37,0.096022139
17.38,0.096015095
17.39,0.096008059
17.4,0.096001035
17.41,0.095994022
17.42,0.095987016
17.43,0.095980017
17.44,0.095973025
17.45,0.095966041
17.46,0.095959057
17.47,0.095952097
17.48,0.095945144
17.49,0.095938187
17.5,0.095931257
17.51,0.095924314
17.52,0.095917389
17.53,0.095910474
17.54,0.095903566
17.55,0.09589667
17.56,0.095889772
17.57,0.09588289
17.58,0.095876025
17.59,0.095869158
17.6,0.095862291
17.61,0.095855446
17.62,0.095848593
17.63,0.095841772
17.64,0.095834942
17.65,0.095828131
17.66,0.095821309
17.67,0.095814515
17.68,0.095807727
17.69,0.095800929
17.7,0.095794149
17.71,0.095787382
17.72,0.095780617
17.73,0.095773871
17.74,0.095767118
17.75,0.095760388
17.76,0.095753663
17.77,0.095746933
17.78,0.095740222
17.79,0.095733512
17.8,0.095726815
17.81,0.095720127
17.82,0.095713453
17.83,0.095706768
17.84,0.09570011
17.85,0.095693449
17.86,0.095686793
17.87,0.095680151
17.88,0.09567352
17.89,0.095666894
17.9,0.095660265
17.91,0.095653662
17.92,0.095647062
17.93,0.095640452
17.94,0.095633869
17.95,0.095627298
17.96,0.095620711
17.97,0.095614146
17.98,0.095607587
17.99,0.095601044
18,0.095594489
18.01,0.095587959
18.02,0.095581442
18.03,0.095574909
18.04,0.095568399
18.05,0.095561901
18.06,0.095555397
18.07,0.095548911
18.08,0.09554242
18.09,0.09553595
18.1,0.095529487
18.11,0.095523014
18.12,0.095516569
18.13,0.095510125
18.14,0.09550368
18.15,0.095497257
18.16,0.095490831
18.17,0.095484421
18.18,0.095478001
18.19,0.095471602
18.2,0.095465221
18.21,0.095458825
18.22,0.095452449
18.23,0.095446075
18.24,0.095439707
18.25,0.095433355
18.26,0.095427004
18.27,0.095420662
18.28,0.095414322
18.29,0.095407994
18.3,0.095401679
18.31,0.095395361
18.32,0.09538905
18.33,0.095382751
18.34,0.095376456
18.35,0.095370174
18.36,0.095363897
18.37,0.095357621
18.38,0.095351361
18.39,0.095345102
18.4,0.09533886
18.41,0.09533261
18.42,0.095326379
18.43,0.095320154
18.44,0.095313934
18.45,0.095307714
18.46,0.09530151
18.47,0.095295308
18.48,0.095289115
18.49,0.095282929
18.5,0.095276744
18.51,0.095270578
18.52,0.095264409
18.53,0.095258245
18.54,0.095252101
18.55,0.095245951
18.56,0.09523982
18.57,0.095233684
18.58,0.095227556
18.59,0.095221443
18.6,0.095215328
18.61,0.09520922
18.62,0.095203127
18.63,0.09519703
18.64,0.095190954
18.65,0.095184879
18.66,0.095178808
18.67,0.095172743
18.68,0.095166684
18.69,0.09516064
18.7,0.095154592
18.71,0.095148559
18.72,0.095142522
18.73,0.095136501
18.74,0.095130485
18.75,0.095124474
18.76,0.095118479
18.77,0.095112479
18.78,0.095106485
18.79,0.095100506
18.8,0.095094539
18.81,0.095088555
18.82,0.095082593
18.83,0.095076635
18.84,0.095070692
18.85,0.095064741
18.86,0.095058799
18.87,0.095052874
18.88,0.095046937
18.89,0.095041029
18.9,0.09503512
18.91,0.09502921
18.92,0.09502331
18.93,0.095017417
18.94,0.095011539
18.95,0.09500565
18.96,0.094999783
18.97,0.094993921
18.98,0.094988054
18.99,0.094982206
19,0.09497636
19.01,0.094970512
19.02,0.094964676
19.03,0.094958857
19.04,0.094953025
19.05,0.094947214
19.06,0.094941409
19.07,0.094935603
19.08,0.094929803
19.09,0.094924013
19.1,0.094918229
19.11,0.094912459
19.12,0.094906678
19.13,0.094900921
19.14,0.09489515
19.15,0.094889396
19.16,0.094883657
19.17,0.094877912
19.18,0.094872184
19.19,0.094866455
19.2,0.094860725
19.21,0.094855017
19.22,0.094849299
19.23,0.094843594
19.24,0.094837901
19.25,0.094832207
19.26,0.094826519
19.27,0.094820841
19.28,0.094815171
19.29,0.094809503
19.3,0.094803834
19.31,0.094798186
19.32,0.094792532
19.33,0.094786894
19.34,0.094781254
19.35,0.094775626
19.36,0.094770001
19.37,0.094764376
19.38,0.094758774
19.39,0.094753158
19.4,0.094747555
19.41,0.094741961
19.42,0.094736371
19.43,0.0947308
19.44,0.09472521
19.45,0.094719629
19.46,0.094714068
19.47,0.094708509
19.48,0.094702959
19.49,0.094697413
19.5,0.094691861
19.51,0.094686336
19.52,0.094680794
19.53,0.094675267
19.54,0.094669761
19.55,0.094664239
19.56,0.094658737
19.57,0.094653235
19.58,0.094647726
19.59,0.094642244
19.6,0.094636754
19.61,0.094631282
19.62,0.094625809
19.63,0.094620333
19.64,0.094614879
19.65,0.094609419
19.66,0.09460397
19.67,0.094598524
19.68,0.094593088
19.69,0.094587656
19.7,0.09458223
19.71,0.094576799
19.72,0.094571392
19.73,0.094565971
19.74,0.09456058
19.75,0.094555171
19.76,0.094549772
19.77,0.094544388
19.78,0.094539002
19.79,0.094533627
19.8,0.094528258
19.81,0.094522892
19.82,0.094517531
19.83,0.094512168
19.84,0.094506827
19.85,0.094501479
19.86,0.094496146
19.87,0.094490817
19.88,0.094485478
19.89,0.094480158
19.9,0.094474838
19.91,0.094469527
19.92,0.094464232
19.93,0.09445893
19.94,0.094453627
19.95,0.094448345
19.96,0.094443061
19.97,0.094437787
19.98,0.094432508
19.99,0.094427237
20,0.094421975
20.01,0.094416719
20.02,0.094411462
20.03,0.094406225
20.04,0.094400976
20.05,0.094395748
20.06,0.094390508
20.07,0.094385289
20.08,0.094380062
20.09,0.094374851
20.1,0.094369645
20.11,0.094364443
20.12,0.094359239
20.13,0.09435405
20.14,0.094348861
20.15,0.09434367
20.16,0.0943385
20.17,0.094333328
20.18,0.09432816
20.19,0.094322996
20.2,0.09431785
20.21,0.094312695
20.22,0.09430755
20.23,0.094302414
20.24,0.094297272
20.25,0.094292139
20.26,0.094287016
20.27,0.094281896
20.28,0.094276779
20.29,0.094271664
20.3,0.094266559
20.31,0.094261467
20.32,0.094256373
20.33,0.094251273
20.34,0.094246189
20.35,0.094241113
20.36,0.094236038
20.37,0.09423097
20.38,0.094225907
20.39,0.094220848
20.4,0.094215799
20.41,0.094210748
20.42,0.094205702
20.43,0.094200658
20.44,0.09419563
20.45,0.094190596
20.46,0.094185581
20.47,0.094180549
20.48,0.094175543
20.49,0.094170536
20.5,0.094165521
20.51,0.094160521
20.52,0.094155526
20.53,0.094150544
20.54,0.094145563
20.55,0.09414058
20.56,0.09413561
20.57,0.094130628
20.58,0.094125665
20.59,0.094120708
20.6,0.094115754
20.61,0.0941108
20.62,0.094105866
20.63,0.094100908
20.64,0.09409598
20.65,0.094091047
20.66,0.094086123
20.67,0.094081208
20.68,0.094076296
20.69,0.094071379
20.7,0.094066469
20.71,0.094061576
20.72,0.09405668
20.73,0.094051788
20.74,0.094046884
20.75,0.094042004
20.76,0.09403713
20.77,0.094032263
20.78,0.094027391
20.79,0.094022523
20.8,0.094017672
20.81,0.094012818
20.82,0.094007965
20.83,0.094003122
20.84,0.093998284
20.85,0.093993447
20.86,0.093988609
20.87,0.093983782
20.88,0.09397897
20.89,0.093974149
20.9,0.093969337
20.91,0.093964524
20.92,0.093959727
20.93,0.093954932
20.94,0.093950135
20.95,0.093945348
20.96,0.093940565
20.97,0.093935779
20.98,0.093931004
20.99,0.093926242
21,0.093921475
21.01,0.09391672
21.02,0.093911953
21.03,0.093907206
21.04,0.093902457
21.05,0.093897708
21.06,0.093892966
21.07,0.093888241
21.08,0.093883517
21.09,0.093878793
21.1,0.093874066
21.11,0.093869349
21.12,0.093864633
21.13,0.09385993
21.14,0.093855234
21.15,0.093850526
21.16,0.093845848
21.17,0.093841144
21.18,0.093836464
21.19,0.09383179
21.2,0.093827106
21.21,0.093822446
21.22,0.093817767
21.23,0.093813104
21.24,0.093808455
21.25,0.093803793
21.26,0.093799152
21.27,0.093794506
21.28,0.093789862
21.29,0.093785235
21.3,0.093780597
21.31,0.093775977
21.32,0.093771356
21.33,0.093766733
21.34,0.093762119
21.35,0.093757498
21.36,0.093752902
21.37,0.093748309
21.38,0.093743704
21.39,0.093739112
21.4,0.093734524
21.41,0.093729936
21.42,0.09372537
21.43,0.093720783
21.44,0.093716219
21.45,0.093711653
21.46,0.093707088
21.47,0.093702533
21.48,0.093697973
21.49,0.093693433
21.5,0.093688879
21.51,0.093684345
21.52,0.09367981
21.53,0.093675277
21.54,0.093670738
21.55,0.093666229
21.56,0.093661707
21.57,0.093657187
21.58,0.093652672
21.59,0.093648167
21.6,0.093643668
21.61,0.093639163
21.62,0.093634677
21.63,0.093630183
21.64,0.093625688
21.65,0.093621213
21.66,0.093616735
21.67,0.09361226
21.68,0.093607789
21.69,0.093603322
21.7,0.093598861
21.71,0.093594413
21.72,0.093589955
21.73,0.093585511
21.74,0.093581058
21.75,0.093576621
21.76,0.093572176
21.77,0.093567752
21.78,0.093563318
21.79,0.0935589
21.8,0.093554479
21.81,0.093550061
21.82,0.093545647
21.83,0.093541242
21.84,0.093536828
21.85,0.093532435
21.86,0.093528033
21.87,0.093523646
21.88,0.093519262
21.89,0.09351487
21.9,0.093510498
21.91,0.093506118
21.92,0.093501747
21.93,0.093497385
21.94,0.093493014
21.95,0.093488652
21.96,0.093484294
21.97,0.093479939
21.98,0.093475597
21.99,0.093471249
22,0.093466918
22.01,0.093462586
22.02,0.093458241
22.03,0.093453915
22.04,0.093449593
22.05,0.093445264
22.06,0.093440951
22.07,0.093436645
22.08,0.093432336
22.09,0.093428023
22.1,0.093423719
22.11,0.093419429
22.12,0.093415133
22.13,0.093410845
22.14,0.093406559
22.15,0.093402275
22.16,0.093398
22.17,0.09339372
22.18,0.093389451
22.19,0.093385187
22.2,0.093380925
22.21,0.093376666
22.22,0.093372405
22.23,0.093368153
22.24,0.093363914
22.25,0.093359668
22.26,0.093355428
22.27,0.093351194
22.28,0.09334696
22.29,0.093342731
22.3,0.093338508
22.31,0.093334283
22.32,0.093330069
22.33,0.093325857
22.34,0.093321649
22.35,0.093317438
22.36,0.093313236
22.37,0.093309041
22.38,0.093304845
22.39,0.093300658
22.4,0.093296472
22.41,0.093292279
22.42,0.093288105
22.43,0.093283924
22.44,0.093279757
22.45,0.093275592
22.46,0.093271425
22.47,0.093267259
22.48,0.093263104
22.49,0.093258946
22.5,0.093254802
22.51,0.093250649
22.52,0.093246515
22.53,0.093242368
22.54,0.093238234
22.55,0.0932341
22.56,0.093229978
22.57,0.093225843
22.58,0.093221728
22.59,0.093217607
22.6,0.093213498
22.61,0.093209384
22.62,0.09320528
22.63,0.093201179
22.64,0.093197076
22.65,0.09319298
22.66,0.093188888
22.67,0.093184803
22.68,0.09318071
22.69,0.093176636
22.7,0.09317256
22.71,0.093168482
22.72,0.093164401
22.73,0.09316034
22.74,0.093156275
22.75,0.093152219
22.76,0.093148159
22.77,0.093144109
22.78,0.093140056
22.79,0.093136022
22.8,0.093131974
22.81,0.093127935
22.82,0.093123893
22.83,0.09311987
22.84,0.093115844
22.85,0.093111811
22.86,0.093107796
22.87,0.093103767
22.88,0.093099754
22.89,0.093095748
22.9,0.093091738
22.91,0.093087738
22.92,0.093083733
22.93,0.093079733
22.94,0.093075735
22.95,0.093071746
22.96,0.093067763
22.97,0.093063781
22.98,0.093059804
22.99,0.093055826
23,0.093051856
23.01,0.093047887
23.02,0.093043917
23.03,0.093039955
23.04,0.093035995
23.05,0.093032038
23.06,0.09302809
23.07,0.093024138
23.08,0.093020189
23.09,0.09301625
23.1,0.093012306
23.11,0.093008366
23.12,0.093004438
23.13,0.093000509
23.14,0.092996586
23.15,0.09299265
23.16,0.092988746
23.17,0.092984832
23.18,0.09298092
23.19,0.092977011
23.2,0.092973101
23.21,0.092969199
23.22,0.092965297
23.23,0.092961399
23.24,0.092957504
23.25,0.092953622
23.26,0.092949732
23.27,0.092945851
23.28,0.092941966
23.29,0.092938095
23.3,0.092934225
23.31,0.092930349
23.32,0.092926492
23.33,0.092922621
23.34,0.092918763
23.35,0.092914907
23.36,0.092911054
23.37,0.092907203
23.38,0.092903356
23.39,0.092899516
23.4,0.092895674
23.41,0.092891835
23.42,0.092888007
23.43,0.092884172
23.44,0.092880335
23.45,0.092876521
23.46,0.092872694
23.47,0.092868879
23.48,0.09286507
23.49,0.092861251
23.5,0.092857443
23.51,0.092853639
23.52,0.092849838
23.53,0.09284604
23.54,0.09284225
23.55,0.09283845
23.56,0.09283466
23.57,0.092830878
23.58,0.092827103
23.59,0.09282332
23.6,0.092819533
23.61,0.092815771
23.62,0.092811996
23.63,0.092808228
23.64,0.092804464
23.65,0.092800706
23.66,0.092796951
23.67,0.092793193
23.68,0.092789449
23.69,0.092785695
23.7,0.09278194
23.71,0.092778214
23.72,0.092774474
23.73,0.092770731
23.74,0.092766994
23.75,0.092763268
23.76,0.092759542
23.77,0.092755815
23.78,0.09275209
23.79,0.092748378
23.8,0.092744669
23.81,0.092740952
23.82,0.092737247
23.83,0.092733545
23.84,0.092729844
23.85,0.092726131
23.86,0.092722453
23.87,0.092718744
23.88,0.092715055
23.89,0.092711378
23.9,0.092707692
23.91,0.092704009
23.92,0.092700324
23.93,0.092696656
23.94,0.09269298
23.95,0.092689319
23.96,0.092685648
23.97,0.09268199
23.98,0.092678319
23.99,0.092674672
24,0.092671016
24.01,0.092667356
24.02,0.092663705
24.03,0.092660068
24.04,0.092656431
24.05,0.092652792
24.06,0.092649147
24.07,0.092645523
24.08,0.092641892
24.09,0.092638257
24.1,0.09263464
24.11,0.092631011
24.12,0.092627395
24.13,0.09262378
24.14,0.092620163
24.15,0.092616559
24.16,0.092612951
24.17,0.092609352
24.18,0.092605744
24.19,0.09260215
24.2,0.09259855
24.21,0.092594961
24.22,0.092591366
24.23,0.092587788
24.24,0.092584198
24.25,0.092580628
24.26,0.092577049
24.27,0.092573467
24.28,0.092569894
24.29,0.092566325
24.3,0.092562758
24.31,0.092559201
24.32,0.092555637
24.33,0.092552084
24.34,0.092548517
24.35,0.092544964
24.36,0.092541419
24.37,0.092537876
24.38,0.09253433
24.39,0.092530798
24.4,0.092527256
24.41,0.092523716
24.42,0.092520186
24.43,0.092516657
24.44,0.092513124
24.45,0.092509609
24.46,0.092506082
24.47,0.092502562
24.48,0.092499054
24.49,0.092495533
24.5,0.09249203
24.51,0.09248853
24.52,0.092485015
24.53,0.092481519
24.54,0.092478019
24.55,0.092474528
24.56,0.092471032
24.57,0.092467535
24.58,0.092464054
24.59,0.092460572
24.6,0.092457091
24.61,0.092453606
24.62,0.09245013
24.63,0.092446652
24.64,0.092443183
24.65,0.092439708
24.66,0.092436257
24.67,0.092432787
24.68,0.092429319
24.69,0.092425868
24.7,0.09242242
24.71,0.092418968
24.72,0.092415509
24.73,0.092412067
24.74,0.092408627
24.75,0.092405185
24.76,0.092401744
24.77,0.092398311
24.78,0.092394875
24.79,0.092391447
24.8,0.092388015
24.81,0.092384585
24.82,0.092381173
24.83,0.092377754
24.84,0.09237433
24.85,0.092370919
24.86,0.092367506
24.87,0.0923641
24.88,0.092360691
24.89,0.092357289
24.9,0.092353878
24.91,0.092350486
24.92,0.092347089
24.93,0.0923437
24.94,0.092340309
24.95,0.092336926
24.96,0.092333538
24.97,0.092330153
24.98,0.092326776
24.99,0.092323394
25,0.092320022
